Country,Category,#,Player,Pos,Club,Birth Place,Birth Date,Age,MP,Min,Gls
Norway,world_cup,12.0,Sander Tangvik,GK,1.de Hamburger SV,"Trondheim, Norway",2002-11-29,23-194,,,
Norway,world_cup,2.0,Morten Thorsby,MF,1.it Cremonese,"Oslo, Norway",1996-05-05,30-037,,,
Norway,world_cup,18.0,Kristian Thorstvedt,MF,1.it Sassuolo,"Stavanger, Norway",1999-03-13,27-090,,,
Norway,world_cup,10.0,Martin Ødegaard,"FW,MF",1.eng Arsenal,"Drammen, Norway",1998-12-17,27-176,,,
Norway,world_cup,4.0,Leo Østigård,"DF,FW",1.it Genoa,"Molde, Norway",1999-11-28,26-195,,,
Panama,world_cup,23.0,Michael Amir Murillo,"DF,MF",1.tr Beşiktaş,"Panamá, Panama",1996-02-11,30-120,,,
Panama,world_cup,16.0,Andrés Andrade Cedeño,DF,1.at LASK,"Panamá, Panama",1998-10-16,27-238,,,
Panama,world_cup,11.0,Yoel Bárcenas,"FW,MF",1.mx Mazatlán,"Colón, Panama",1993-10-23,32-231,,,
Panama,world_cup,2.0,César Blackman,"DF,MF",1.sk Slovan Bratislava,"Panamá, Panama",1998-04-02,28-070,,,
Panama,world_cup,8.0,Adalberto Carrasquilla,MF,1.mx UNAM,"Panamá, Panama",1998-11-28,27-195,,,
Panama,world_cup,3.0,José Córdoba,DF,2.eng Norwich City,"Panamá, Panama",2001-03-06,25-097,,,
Panama,world_cup,15.0,Erick Davis,DF,1.pa Plaza Amador,"Colón, Panama",1991-03-31,35-072,,,
Panama,world_cup,10.0,Ismael Díaz,"FW,MF",1.mx León,"Panamá, Panama",1997-05-12,29-030,,,
Panama,world_cup,4.0,Fidel Escobar,DF,1.cr Saprissa,Panama,1995-01-09,31-153,,,
Panama,world_cup,17.0,José Fajardo,FW,1.ec Univ Católica,"Colón, Panama",1993-08-18,32-297,,,
Panama,world_cup,5.0,Edgardo Fariña,DF,1.ru Nizhny Novgorod,"Panamá, Panama",2001-10-19,24-235,,,
Panama,world_cup,20.0,Aníbal Godoy,MF,1.us San Diego FC,"Panamá, Panama",1990-02-10,36-121,,,
Panama,world_cup,26.0,Jorge Gutiérrez,DF,1.ve Dep. La Guaira,"Panamá, Panama",1998-09-01,27-283,,,
Panama,world_cup,14.0,Carlos Harvey,"DF,MF",1.us Minnesota Utd,"Panamá, Panama",2000-02-03,26-128,,,
Panama,world_cup,24.0,Azarías Londoño,MF,1.ec Univ Católica,"Panamá, Panama",2001-06-21,24-355,,,
Panama,world_cup,7.0,José Luis Rodríguez,"FW,MF",1.mx FC Juárez,"Panamá, Panama",1998-06-19,27-357,,,
Panama,world_cup,6.0,Cristian Martínez,MF,1.il Kiryat Shmona,"Panamá, Panama",1997-02-06,29-125,,,
Panama,world_cup,1.0,Luis Mejía,GK,1.uy Nacional,"Panamá, Panama",1991-03-16,35-087,,,
Panama,world_cup,25.0,Roderick Miller,DF,1.az Turan Tovuz,"Panamá, Panama",1992-04-03,34-069,,,
Panama,world_cup,22.0,Orlando Mosquera,GK,1.sa Al-Fayha,"Panamá, Panama",1994-12-25,31-168,,,
Panama,world_cup,19.0,Alberto Quintero,"FW,MF",1.pa Plaza Amador,"Panamá, Panama",1987-12-18,38-175,,,
Panama,world_cup,13.0,Jiovany Ramos,DF,1.ve Puerto Cabello,"Panamá, Panama",1997-01-26,29-136,,,
Panama,world_cup,9.0,Tomás Rodríguez,FW,1.cr Saprissa,"Panamá, Panama",1999-03-09,27-094,,,
Panama,world_cup,12.0,César Samudio,GK,1.hn Marathón,"Panamá, Panama",1994-02-23,32-108,,,
Panama,world_cup,18.0,Cecilio Waterman,"FW,MF",1.cl U Concepción,"Panamá, Panama",1991-04-13,35-059,,,
Panama,world_cup,21.0,César Yanis,MF,1.cl Cobresal,"Panamá, Panama",1996-01-28,30-134,,,
Paraguay,world_cup,3.0,Omar Alderete,DF,1.eng Sunderland,"Asunción, Paraguay",1996-12-26,29-167,1.0,90.0,0.0
Paraguay,world_cup,10.0,Miguel Almirón,MF,1.us Atlanta Utd,"Asunción, Paraguay",1994-02-10,32-121,1.0,78.0,0.0
Paraguay,world_cup,6.0,Júnior Alonso,DF,1.br Atlético Mineiro,"Asunción, Paraguay",1993-02-09,33-122,1.0,90.0,0.0
Paraguay,world_cup,18.0,Álex Arce,FW,1.ar Ind. Rivadavia,"Carapeguá, Paraguay",1995-06-16,30-360,1.0,29.0,0.0
Paraguay,world_cup,21.0,Gabriel Ávalos,FW,1.ar Independiente,"Hohenau, Paraguay",1990-10-12,35-242,0.0,,
Paraguay,world_cup,5.0,Fabián Balbuena,DF,1.br Grêmio,"Ciudad del Este, Paraguay",1991-08-23,34-292,0.0,,
Paraguay,world_cup,16.0,Damián Bobadilla,MF,1.br São Paulo,"Asunción, Paraguay",2001-07-11,24-335,1.0,45.0,0.0
Paraguay,world_cup,24.0,Gustavo Caballero,"FW,MF",2.eng Portsmouth,"San Lorenzo, Paraguay",2001-09-21,24-263,0.0,,
Paraguay,world_cup,4.0,Juan Cáceres,DF,1.ru Dynamo Moscow,"Dock Sud, Argentina",2000-06-01,26-010,1.0,78.0,0.0
Paraguay,world_cup,13.0,José Canale,DF,1.ar Lanús,"Itauguá, Paraguay",1996-07-20,29-326,0.0,,
Paraguay,world_cup,14.0,Andrés Cubas,MF,1.us Vancouver W'caps,"Aristóbulo del Valle, Argentina",1996-05-22,30-020,1.0,90.0,0.0
Paraguay,world_cup,19.0,Julio Enciso,FW,1.fr Strasbourg,"Caaguazú, Paraguay",2004-01-23,22-139,1.0,90.0,0.0
Paraguay,world_cup,1.0,Gatito Fernández,GK,1.py Cerro Porteño,"Asunción, Paraguay",1988-03-29,38-074,0.0,,
Paraguay,world_cup,23.0,Matías Galarza,MF,1.us Atlanta Utd,"Asunción, Paraguay",2002-02-11,24-120,0.0,,
Paraguay,world_cup,12.0,Orlando Gill,GK,1.py San Lorenzo,"San Lorenzo, Paraguay",2000-06-11,26-000,1.0,90.0,0.0
Paraguay,world_cup,8.0,Diego Gómez,MF,1.eng Brighton,"San Juan Bautista, Paraguay",2003-03-27,23-076,1.0,79.0,0.0
Paraguay,world_cup,15.0,Gustavo Gómez,DF,1.br Palmeiras,"San Juan Bautista, Paraguay",1993-05-06,33-036,1.0,90.0,0.0
Paraguay,world_cup,17.0,Kaku,MF,1.ae Al Ain FC,"Ciudadela, Argentina",1995-01-11,31-151,1.0,11.0,0.0
Paraguay,world_cup,26.0,Alexandro Maidana,DF,1.ar Talleres–C,"Caacupé, Paraguay",2005-07-26,20-320,0.0,,
Paraguay,world_cup,11.0,Mauricio,MF,1.br Palmeiras,"São Paulo, Brazil",2001-05-22,25-020,1.0,45.0,1.0
Paraguay,world_cup,20.0,Braian Ojeda,MF,1.us Orlando City,"Itauguá, Paraguay",2000-06-27,25-349,0.0,,
Paraguay,world_cup,22.0,Gastón Olveira,GK,1.py Olimpia,"Montevideo, Uruguay",1993-04-21,33-051,0.0,,
Paraguay,world_cup,25.0,Isidro Pitta,FW,1.br RB Bragantino,"Asunción, Paraguay",1999-08-14,26-301,0.0,,
Paraguay,world_cup,9.0,Antonio Sanabria,FW,1.it Cremonese,"San Lorenzo, Paraguay",1996-03-04,30-099,1.0,61.0,0.0
Paraguay,world_cup,7.0,Ramón Sosa,"FW,MF",1.br Palmeiras,Paraguay,1999-08-31,26-284,1.0,12.0,0.0
Paraguay,world_cup,2.0,Gustavo Velásquez,DF,1.py Cerro Porteño,"Itauguá, Paraguay",1991-04-17,35-055,1.0,12.0,0.0
Portugal,world_cup,4.0,Tomás Araújo,DF,1.pt Benfica,"Portugal, Portugal",2002-05-16,24-026,,,
Portugal,world_cup,20.0,João Cancelo,"DF,MF",1.es Barcelona,"Barreiro, Portugal",1994-05-27,32-015,,,
Portugal,world_cup,26.0,Francisco Conceição,MF,1.it Juventus,"Portugal, Portugal",2002-12-14,23-179,,,
Portugal,world_cup,1.0,Diogo Costa,GK,1.pt Porto,"Rothrist, Switzerland",1999-09-19,26-265,,,
Portugal,world_cup,24.0,Samu Costa,MF,1.es Mallorca,"Portugal, Portugal",2000-11-27,25-196,,,
Portugal,world_cup,5.0,Diogo Dalot,"DF,MF",1.eng Manchester Utd,"Braga, Portugal",1999-03-18,27-085,,,
Portugal,world_cup,3.0,Rúben Dias,"DF,MF",1.eng Manchester City,"Amadora, Portugal",1997-05-14,29-028,,,
Portugal,world_cup,11.0,João Félix,"FW,MF",1.sa Al-Nassr,"Viseu, Portugal",1999-11-10,26-213,,,
Portugal,world_cup,8.0,Bruno Fernandes,"FW,MF",1.eng Manchester Utd,"Maia, Portugal",1994-09-08,31-276,,,
Portugal,world_cup,19.0,Gonçalo Guedes,"FW,MF",1.es Real Sociedad,"Benavente, Portugal",1996-11-29,29-194,,,
Portugal,world_cup,14.0,Gonçalo Inácio,DF,1.pt Sporting CP,"Portugal, Portugal",2001-08-25,24-290,,,
Portugal,world_cup,17.0,Rafael Leão,"FW,MF",1.it Milan,"Almada, Portugal",1999-06-10,27-001,,,
Portugal,world_cup,25.0,Nuno Mendes,"DF,MF",1.fr Paris Saint-Germain,"Sintra, Portugal",2002-06-19,23-357,,,
Portugal,world_cup,18.0,Pedro Neto,"FW,MF",1.eng Chelsea,"Viana do Castelo, Portugal",2000-03-09,26-094,,,
Portugal,world_cup,15.0,João Neves,MF,1.fr Paris Saint-Germain,"Portugal, Portugal",2004-09-27,21-257,,,
Portugal,world_cup,21.0,Rúben Neves,MF,1.sa Al-Hilal,"Mozelos, Portugal",1997-03-13,29-090,,,
Portugal,world_cup,6.0,Matheus Nunes,"DF,MF",1.eng Manchester City,"Rio de Janeiro, Brazil",1998-08-27,27-288,,,
Portugal,world_cup,9.0,Gonçalo Ramos,FW,1.fr Paris Saint-Germain,"Olhão, Portugal",2001-06-20,24-356,,,
Portugal,world_cup,7.0,Cristiano Ronaldo,"FW,MF",1.sa Al-Nassr,"Funchal, Portugal",1985-02-05,41-126,,,
Portugal,world_cup,12.0,José Sá,GK,1.eng Wolves,"Braga, Portugal",1993-01-17,33-145,,,
Portugal,world_cup,2.0,Nélson Semedo,"DF,MF",1.tr Fenerbahçe,"Lisbon, Portugal",1993-11-16,32-207,,,
Portugal,world_cup,10.0,Bernardo Silva,"FW,MF",1.eng Manchester City,"Lisbon, Portugal",1994-08-10,31-305,,,
Portugal,world_cup,22.0,Rui Silva,GK,1.pt Sporting CP,"Maia, Portugal",1994-02-07,32-124,,,
Portugal,world_cup,16.0,Francisco Trincão,"FW,MF",1.pt Sporting CP,"Viana do Castelo, Portugal",1999-12-29,26-164,,,
Portugal,world_cup,13.0,Renato Veiga,"DF,MF",1.es Villarreal,"Lisbon, Portugal",2003-07-29,22-317,,,
Portugal,world_cup,23.0,Vitinha,MF,1.fr Paris Saint-Germain,"Portugal, Portugal",2000-02-13,26-118,,,
Qatar,world_cup,15.0,Yusuf Abdurisag,FW,1.qa Al-Wakrah,"Mogadishu, Somalia",1999-08-06,26-309,1.0,59.0,0.0
Qatar,world_cup,1.0,Mahmoud Abunada,GK,1.qa Al Rayyan SC,"Doha, Qatar",2000-02-05,26-126,1.0,90.0,0.0
Qatar,world_cup,11.0,Akram Afif,FW,1.qa Al Sadd,"Doha, Qatar",1996-11-18,29-205,1.0,90.0,0.0
Qatar,world_cup,14.0,Homam Ahmed,DF,2.es Cultural Leonesa,"Doha, Qatar",1999-08-25,26-290,1.0,90.0,0.0
Qatar,world_cup,7.0,Ahmed Alaaeldin,FW,1.qa Al Rayyan SC,"Ismailia, Egypt",1993-01-31,33-131,1.0,31.0,0.0
Qatar,world_cup,19.0,Almoez Ali,FW,1.qa Al Duhail SC,"Khartoum, Sudan",1996-08-19,29-296,0.0,,
Qatar,world_cup,22.0,Meshaal Barsham,GK,1.qa Al Sadd,"Doha, Qatar",1998-02-14,28-117,0.0,,
Qatar,world_cup,12.0,Karim Boudiaf,"DF,MF",1.qa Al Duhail SC,"Rouen, France",1990-09-16,35-268,1.0,31.0,0.0
Qatar,world_cup,18.0,Sultan Al-Brake,DF,1.qa Al Duhail SC,"Doha, Qatar",1996-04-07,30-065,0.0,,
Qatar,world_cup,20.0,Ahmed Fathy,MF,1.qa Al-Arabi,"Aswan, Egypt",1993-01-25,33-137,1.0,31.0,0.0
Qatar,world_cup,5.0,Jassem Gaber,MF,1.qa Al Rayyan SC,"Doha, Qatar",2002-02-20,24-111,1.0,59.0,0.0
Qatar,world_cup,17.0,Ahmed Al-Ganehi,FW,1.qa Al-Gharafa Sports Club,"Doha, Qatar",2000-09-22,25-262,0.0,,
Qatar,world_cup,6.0,Abdulaziz Hatem,MF,1.qa Al Rayyan SC,"Doha, Qatar",1990-01-01,36-161,0.0,,
Qatar,world_cup,10.0,Hassan Al-Haydos,"FW,MF",1.qa Al Sadd,"Doha, Qatar",1990-12-11,35-182,1.0,3.0,0.0
Qatar,world_cup,25.0,Al-Hashmi Al-Hussain,MF,1.qa Al-Arabi,"Qaţar, Qatar",2003-08-15,22-300,0.0,,
Qatar,world_cup,24.0,Tahsin Jamshid,FW,1.qa Al Duhail SC,"Qaţar, Qatar",2006-06-16,19-360,0.0,,
Qatar,world_cup,8.0,Edmilson Junior,FW,1.qa Al Duhail SC,"Liège, Belgium",1994-08-19,31-296,1.0,87.0,0.0
Qatar,world_cup,16.0,Boualem Khoukhi,DF,1.qa Al Sadd,"Bou Ismaïl, Algeria",1990-07-09,35-337,1.0,90.0,1.0
Qatar,world_cup,4.0,Issa Laye,MF,1.qa Al-Arabi,Senegal,1997-12-22,28-171,1.0,90.0,0.0
Qatar,world_cup,23.0,Assim Madibo,MF,1.qa Al-Wakrah,"Doha, Qatar",1996-10-22,29-232,1.0,78.0,0.0
Qatar,world_cup,26.0,Mohamed Manai,DF,1.qa Al-Shamal Sports Club,"Doha, Qatar",2002-10-25,23-229,1.0,12.0,0.0
Qatar,world_cup,3.0,Lucas Mendes,DF,1.qa Al-Wakrah,"Curitiba, Brazil",1990-07-03,35-343,0.0,,
Qatar,world_cup,9.0,Mohammed Muntari,FW,1.qa Al-Gharafa Sports Club,"Kumasi, Ghana",1993-12-20,32-173,0.0,,
Qatar,world_cup,13.0,Ayoub Al-Oui,DF,1.qa Al-Gharafa Sports Club,"Qaţar, Qatar",2005-03-11,21-092,1.0,59.0,0.0
Qatar,world_cup,2.0,Ró-Ró,DF,1.qa Al Sadd,"Algueirão-Mem Martins, Portugal",1990-08-06,35-309,1.0,90.0,0.0
Qatar,world_cup,21.0,Salah Zakaria,GK,1.qa Al Duhail SC,Egypt,1999-04-24,27-048,0.0,,
Saudi Arabia,world_cup,12.0,Saud Abdulhamid,"DF,MF",1.fr Lens,"Jiddah, Saudi Arabia",1999-07-18,26-328,,,
Saudi Arabia,world_cup,4.0,Abdulelah Al-Amri,,1.sa Al-Nassr,"Ta’if, Saudi Arabia",1997-01-15,29-147,,,
Saudi Arabia,world_cup,1.0,Nawaf Al Aqidi,GK,1.sa Al-Nassr,"Riyadh, Saudi Arabia",2000-05-10,26-032,,,
Saudi Arabia,world_cup,13.0,Nawaf Boushal,DF,1.sa Al-Nassr,"Al Hufūf, Saudi Arabia",1999-09-16,26-268,,,
Saudi Arabia,world_cup,9.0,Firas Al-Buraikan,"FW,MF",1.sa Al-Ahli,"Riyadh, Saudi Arabia",2000-05-14,26-028,,,
Saudi Arabia,world_cup,6.0,Nasser Al-Dawsari,"DF,MF",1.sa Al-Hilal,"Riyadh, Saudi Arabia",1998-12-19,27-174,,,
Saudi Arabia,world_cup,10.0,Salem Al-Dawsari,"DF,FW",1.sa Al-Hilal,"Riyadh, Saudi Arabia",1991-08-19,34-296,,,
Saudi Arabia,world_cup,17.0,Khalid Al Ghannam,MF,1.sa Al-Ettifaq,"Khobar, Saudi Arabia",2000-11-08,25-215,,,
Saudi Arabia,world_cup,19.0,Abdullah Al-Hamdan,FW,1.sa Al-Nassr,"Riyadh, Saudi Arabia",1999-09-13,26-271,,,
Saudi Arabia,world_cup,24.0,Moteb Al-Harbi,DF,1.sa Al-Hilal,"Riyadh, Saudi Arabia",2000-02-20,26-111,,,
Saudi Arabia,world_cup,18.0,Alaa Al Hejji,MF,1.sa Neom,"Sakakah, Saudi Arabia",1995-12-03,30-190,,,
Saudi Arabia,world_cup,16.0,Ziyad Al Johani,MF,1.sa Al-Ahli,"Jiddah, Saudi Arabia",2001-11-11,24-212,,,
Saudi Arabia,world_cup,7.0,Musab Al Juwayr,MF,1.sa Al-Qadsiah,"Riyadh, Saudi Arabia",2003-06-20,22-356,,,
Saudi Arabia,world_cup,14.0,Hassan Kadesh,DF,1.sa Al-Ittihad,Saudi Arabia,1992-09-06,33-278,,,
Saudi Arabia,world_cup,23.0,Mohamed Kanno,MF,1.sa Al-Hilal,"Khobar, Saudi Arabia",1994-09-22,31-262,,,
Saudi Arabia,world_cup,22.0,Ahmed Al-Kassar,GK,1.sa Al-Qadsiah,"Jubayl al Qawm, Saudi Arabia",1991-05-08,35-034,,,
Saudi Arabia,world_cup,15.0,Abdullah Al-Khaibari,MF,1.sa Al-Nassr,Saudi Arabia,1996-08-16,29-299,,,
Saudi Arabia,world_cup,3.0,Ali Lajami,DF,1.sa Al-Hilal,"Sayhāt, Saudi Arabia",1996-04-24,30-048,,,
Saudi Arabia,world_cup,2.0,Ali Majrashi,DF,1.sa Al-Ahli,"Al Ḩamīmah, Saudi Arabia",1999-10-02,26-252,,,
Saudi Arabia,world_cup,20.0,Sultan Mendash,"FW,MF",1.sa Al-Hilal,"Jeddah, Saudi Arabia",1994-10-17,31-237,,,
Saudi Arabia,world_cup,21.0,Mohammed Al-Owais,GK,1.sa Al-Ula,"Al Hufūf, Saudi Arabia",1991-10-10,34-244,,,
Saudi Arabia,world_cup,26.0,Mohammed Abu Al-Shamat,"DF,MF",1.sa Al-Qadsiah,"Jiddah, Saudi Arabia",2002-08-11,23-304,,,
Saudi Arabia,world_cup,11.0,Saleh Al-Shehri,FW,1.sa Al-Ittihad,"Jeddah, Saudi Arabia",1993-11-01,32-222,,,
Saudi Arabia,world_cup,5.0,Hassan Al Tambakti,DF,1.sa Al-Hilal,"Riyadh, Saudi Arabia",1999-02-09,27-122,,,
Saudi Arabia,world_cup,25.0,Jehad Thakri,DF,1.sa Al-Qadsiah,"Khobar, Saudi Arabia",2001-07-21,24-325,,,
Saudi Arabia,world_cup,8.0,Ayman Yahya,MF,1.sa Al-Nassr,"Riyadh, Saudi Arabia",2001-05-14,25-028,,,
Scotland,world_cup,10.0,Ché Adams,FW,1.it Torino,"Leicester, England, United Kingdom",1996-07-13,29-333,1.0,74.0,0.0
Scotland,world_cup,11.0,Ryan Christie,"FW,MF",1.eng Bournemouth,"Inverness, Scotland, United Kingdom",1995-02-22,31-109,1.0,16.0,0.0
Scotland,world_cup,25.0,Findlay Curtis,MF,1.sct Kilmarnock,"Scotland, United Kingdom",2006-10-01,19-253,1.0,8.0,0.0
Scotland,world_cup,9.0,Lyndon Dykes,"FW,MF",2.eng Charlton Athletic,"Gold Coast, Australia",1995-10-07,30-247,1.0,16.0,0.0
Scotland,world_cup,19.0,Lewis Ferguson,MF,1.it Bologna,"Scotland, United Kingdom",1999-08-24,26-291,1.0,90.0,0.0
Scotland,world_cup,8.0,Tyler Fletcher,MF,1.eng Manchester Utd,"Scotland, United Kingdom",2007-03-19,19-084,0.0,,
Scotland,world_cup,17.0,Ben Gannon-Doak,MF,1.eng Bournemouth,"Scotland, United Kingdom",2005-11-11,20-212,1.0,74.0,0.0
Scotland,world_cup,,Billy Gilmour,MF,1.it Napoli,"Scotland, United Kingdom",2001-06-11,25-000,,,
Scotland,world_cup,21.0,Craig Gordon,GK,1.sct Hearts,"Edinburgh, Scotland, United Kingdom",1982-12-31,43-162,0.0,,
Scotland,world_cup,1.0,Angus Gunn,GK,1.eng Nottingham Forest,"Norwich, England, United Kingdom",1996-01-22,30-140,1.0,90.0,0.0
Scotland,world_cup,5.0,Grant Hanley,DF,1.sct Hibernian,"Dumfries, Scotland, United Kingdom",1991-11-20,34-203,1.0,90.0,0.0
Scotland,world_cup,13.0,Jack Hendry,DF,1.sa Al-Ettifaq,"Glasgow, Scotland, United Kingdom",1995-05-07,31-035,1.0,90.0,0.0
Scotland,world_cup,2.0,Aaron Hickey,DF,1.eng Brentford,"Scotland, United Kingdom",2002-06-10,24-001,1.0,74.0,0.0
Scotland,world_cup,18.0,George Hirst,FW,2.eng Ipswich Town,"Sheffield, England, United Kingdom",1999-02-15,27-116,0.0,,
Scotland,world_cup,16.0,Dominic Hyam,DF,2.eng Wrexham,"Leuchars, Scotland, United Kingdom",1995-12-20,30-173,0.0,,
Scotland,world_cup,12.0,Liam Kelly,GK,1.sct Rangers,"Glasgow, Scotland, United Kingdom",1996-01-23,30-139,0.0,,
Scotland,world_cup,7.0,John McGinn,MF,1.eng Aston Villa,"Glasgow, Scotland, United Kingdom",1994-10-18,31-236,1.0,82.0,1.0
Scotland,world_cup,26.0,Scott McKenna,DF,1.hr Dinamo Zagreb,"Dundee, Scotland, United Kingdom",1996-11-12,29-211,0.0,,
Scotland,world_cup,23.0,Kenny McLean,"DF,MF",2.eng Norwich City,"Rutherglen, Scotland, United Kingdom",1992-01-08,34-154,1.0,8.0,0.0
Scotland,world_cup,4.0,Scott McTominay,MF,1.it Napoli,"Lancaster, England, United Kingdom",1996-12-08,29-185,1.0,90.0,0.0
Scotland,world_cup,22.0,Nathan Patterson,DF,1.eng Everton,"Glasgow, Scotland, United Kingdom",2001-10-16,24-238,1.0,16.0,0.0
Scotland,world_cup,24.0,Anthony Ralston,DF,1.sct Celtic,"Glasgow, Scotland, United Kingdom",1998-11-16,27-207,0.0,,
Scotland,world_cup,3.0,Andy Robertson,DF,1.eng Liverpool,"Glasgow, Scotland, United Kingdom",1994-03-11,32-092,1.0,90.0,0.0
Scotland,world_cup,20.0,Lawrence Shankland,FW,1.sct Hearts,"Glasgow, Scotland, United Kingdom",1995-08-10,30-305,1.0,82.0,0.0
Scotland,world_cup,15.0,John Souttar,DF,1.sct Rangers,"Aberdeen, Scotland, United Kingdom",1996-09-25,29-259,0.0,,
Scotland,world_cup,14.0,Ross Stewart,FW,2.eng Southampton,"Irvine, Scotland, United Kingdom",1996-07-11,29-335,0.0,,
Scotland,world_cup,6.0,Kieran Tierney,"DF,MF",1.sct Celtic,"Douglas, Isle of Man",1997-06-05,29-006,0.0,,
Senegal,world_cup,8.0,Lamine Camara,MF,1.fr Monaco,"Bignona, Senegal",2004-01-01,22-161,,,
Senegal,world_cup,6.0,Pathé Ciss,"DF,MF",1.es Rayo Vallecano,Senegal,1994-03-16,32-087,,,
Senegal,world_cup,7.0,Assane Diao,MF,1.it Como,"Ndagam, Senegal",2005-09-07,20-277,,,
Senegal,world_cup,21.0,Habib Diarra,MF,1.eng Sunderland,"Guédiawaye, Senegal",2004-01-03,22-159,,,
Senegal,world_cup,15.0,Krépin Diatta,"DF,FW",1.fr Monaco,Senegal,1999-02-25,27-106,,,
Senegal,world_cup,23.0,Mory Diaw,GK,1.fr Le Havre,"Poissy, France",1993-06-22,32-354,,,
Senegal,world_cup,9.0,Bamba Dieng,FW,1.fr Lorient,"Pikine, Senegal",2000-03-23,26-080,,,
Senegal,world_cup,25.0,El Hadji Malick Diouf,"DF,MF",1.eng West Ham United,"Dakar, Senegal",2004-12-28,21-165,,,
Senegal,world_cup,1.0,Yehvann Diouf,GK,1.fr Nice,"Montreuil, France",1999-11-16,26-207,,,
Senegal,world_cup,5.0,Idrissa Gueye,MF,1.eng Everton,Senegal,1989-09-26,36-258,,,
Senegal,world_cup,26.0,Pape Gueye,MF,1.es Villarreal,"Montreuil, France",1999-01-24,27-138,,,
Senegal,world_cup,11.0,Nicolas Jackson,FW,1.de Bayern Munich,"Banjul, Gambia",2001-06-20,24-356,,,
Senegal,world_cup,14.0,Ismail Jakobs,"DF,MF",1.tr Galatasaray,"Köln, Germany",1999-08-17,26-298,,,
Senegal,world_cup,3.0,Kalidou Koulibaly,DF,1.sa Al-Hilal,"Saint-Dié-des-Vosges, France",1991-06-20,34-356,,,
Senegal,world_cup,10.0,Sadio Mané,"FW,MF",1.sa Al-Nassr,"Sédhiou, Senegal",1992-04-10,34-062,,,
Senegal,world_cup,17.0,Pape Matar Sarr,MF,1.eng Tottenham Hotspur,"Thiaroye, Senegal",2002-09-14,23-270,,,
Senegal,world_cup,20.0,Ibrahim Mbaye,FW,1.fr Paris Saint-Germain,"France, France",2008-01-24,18-138,,,
Senegal,world_cup,24.0,Antoine Mendy,DF,1.fr Nice,"Marseille, France",2004-05-27,22-015,,,
Senegal,world_cup,16.0,Édouard Mendy,GK,1.sa Al-Ahli,"Montivilliers, France",1992-03-01,34-102,,,
Senegal,world_cup,12.0,Cherif Ndiaye,"FW,MF",1.tr Samsunspor,Senegal,1996-01-23,30-139,,,
Senegal,world_cup,13.0,Iliman Ndiaye,"FW,MF",1.eng Everton,"Rouen, France",2000-03-06,26-097,,,
Senegal,world_cup,19.0,Moussa Niakhaté,"DF,FW",1.fr Lyon,"Roubaix, France",1996-03-08,30-095,,,
Senegal,world_cup,22.0,Bara Sapoko Ndiaye,MF,1.de Bayern Munich,"Mékhé, Senegal",2007-12-31,18-162,,,
Senegal,world_cup,18.0,Ismaila Sarr,"FW,MF",1.eng Crystal Palace,"Saint-Louis, Senegal",1998-02-25,28-106,,,
Senegal,world_cup,2.0,Mamadou Sarr,DF,1.eng Chelsea,"Martigues, France",2005-08-29,20-286,,,
Senegal,world_cup,4.0,Abdoulaye Seck,DF,1.il Maccabi Haifa FC,Senegal,1992-06-04,34-007,,,
South Africa,world_cup,23.0,Jayden Adams,MF,1.za Mamelodi Sundowns,"Cape Town, South Africa",2001-05-05,25-037,1.0,60.0,0.0
South Africa,world_cup,7.0,Oswin Appollis,MF,1.za Orlando Pirates,"Bishop Lavis, South Africa",2001-08-25,24-290,1.0,14.0,0.0
South Africa,world_cup,16.0,Sipho Chaine,GK,1.za Orlando Pirates,"South Africa, South Africa",1996-12-14,29-179,0.0,,
South Africa,world_cup,26.0,Bradley Cross,DF,1.za Kaizer Chiefs,"Kempton Park, South Africa",2001-01-30,25-132,0.0,,
South Africa,world_cup,9.0,Lyle Foster,FW,1.eng Burnley,"Carletonville, South Africa",2000-09-03,25-281,1.0,55.0,0.0
South Africa,world_cup,22.0,Ricardo Goss,GK,1.za Siwelele,"Durban, South Africa",1994-04-02,32-070,0.0,,
South Africa,world_cup,18.0,Samukele Kabini,DF,1.no Molde,South Africa,2004-03-15,22-088,0.0,,
South Africa,world_cup,17.0,Evidence Makgopa,FW,1.za Orlando Pirates,"South Africa, South Africa",2000-06-05,26-006,1.0,15.0,0.0
South Africa,world_cup,24.0,Olwethu Makhanya,DF,1.us Philadelphia Union,"South Africa, South Africa",2004-04-30,22-042,0.0,,
South Africa,world_cup,12.0,Thapelo Maseko,MF,1.cy AEL Limassol,"South Africa, South Africa",2003-11-11,22-212,0.0,,
South Africa,world_cup,2.0,Thabang Matuludi,DF,1.za Polokwane City,South Africa,1999-01-14,27-148,0.0,,
South Africa,world_cup,5.0,Thalente Mbatha,MF,1.za Orlando Pirates,"South Africa, South Africa",2000-03-16,26-087,1.0,35.0,0.0
South Africa,world_cup,14.0,Mbekezeli Mbokazi,DF,1.us Chicago Fire,South Africa,2005-09-19,20-265,1.0,90.0,0.0
South Africa,world_cup,6.0,Aubrey Modiba,DF,1.za Mamelodi Sundowns,"Polokwane, South Africa",1995-07-22,30-324,1.0,76.0,0.0
South Africa,world_cup,10.0,Relebohile Mofokeng,MF,1.za Orlando Pirates,South Africa,2004-10-23,21-231,0.0,,
