Player,Pos,Country,Age,impact_score_raw,overall,potential,value_eur,wage_eur,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,skill_dribbling,skill_fk_accuracy,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
Aiden O'Neill,MF,Australia,27.9363,-1.194541502207358,65.0,72.0,1400000.0,3000.0,75.0,63.0,61.0,67.0,57.0,65.0,53.0,64.0,45.0,63.0,42.0,68.0,73.0,76.0,79.0,61.0,73.0,61.0,78.0,77.0,62.0,70.0,56.0,62.0,59.0,61.0,68.0,59.0,58.0,52.0,10.0,15.0,7.0,12.0,9.0
Paul Okon-Engstler,MF,Australia,21.3778,0.7392818430894654,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Mathew Ryan,GK,Australia,34.1752,-1.0942264038092333,77.0,79.0,8500000.0,25000.0,74.0,61.0,64.0,70.0,60.0,71.0,23.0,11.0,14.0,13.0,12.0,24.0,53.0,52.0,53.0,71.0,50.0,62.0,78.0,34.0,65.0,18.0,36.0,23.0,10.0,68.0,64.0,10.0,20.0,17.0,77.0,75.0,82.0,76.0,79.0
Harry Souttar,DF,Australia,27.6352,-0.8111472676606248,71.0,79.0,3900000.0,14000.0,41.0,28.0,48.0,57.0,72.0,75.0,24.0,25.0,71.0,56.0,31.0,62.0,43.0,40.0,58.0,70.0,33.0,33.0,70.0,66.0,84.0,26.0,63.0,72.0,26.0,47.0,52.0,73.0,70.0,71.0,12.0,12.0,12.0,15.0,13.0
Mo Touré,FW,Australia,22.2108,-1.196239871069488,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Kai Trewin,"DF,MF",Australia,25.0657,-1.8184133792653927,59.0,71.0,500000.0,700.0,73.0,26.0,47.0,53.0,57.0,70.0,46.0,25.0,58.0,51.0,25.0,52.0,72.0,73.0,69.0,52.0,67.0,23.0,57.0,78.0,77.0,24.0,47.0,51.0,46.0,35.0,41.0,57.0,61.0,60.0,14.0,15.0,8.0,12.0,13.0
Nishan Velupillay,MF,Australia,25.0958,0.7632106856477636,51.0,65.0,140000.0,1000.0,77.0,44.0,45.0,49.0,25.0,50.0,51.0,46.0,37.0,47.0,34.0,51.0,75.0,79.0,57.0,35.0,66.0,48.0,42.0,49.0,58.0,37.0,32.0,23.0,40.0,44.0,40.0,23.0,26.0,21.0,8.0,10.0,5.0,11.0,15.0
Cristian Volpato,MF,Australia,22.5695,-2.455408648645512,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Tete Yengi,FW,Australia,25.5339,1.7374703788884032,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
David Affengruber,DF,Austria,25.23,3.420978595532143,64.0,76.0,1300000.0,3000.0,73.0,42.0,51.0,53.0,62.0,67.0,30.0,38.0,66.0,43.0,33.0,58.0,72.0,74.0,68.0,55.0,68.0,51.0,74.0,63.0,70.0,42.0,65.0,59.0,58.0,51.0,56.0,57.0,67.0,68.0,8.0,15.0,5.0,11.0,12.0
David Alaba,"DF,MF",Austria,33.9637,0.2809818835776454,84.0,84.0,35500000.0,195000.0,77.0,70.0,81.0,80.0,83.0,76.0,80.0,60.0,74.0,77.0,85.0,84.0,78.0,77.0,76.0,88.0,77.0,82.0,81.0,75.0,76.0,78.0,74.0,85.0,73.0,78.0,85.0,86.0,83.0,82.0,5.0,7.0,14.0,15.0,9.0
Marko Arnautović,"FW,MF",Austria,37.1451,3.040656406161797,81.0,81.0,21000000.0,48000.0,79.0,81.0,79.0,78.0,44.0,82.0,77.0,80.0,79.0,77.0,72.0,82.0,78.0,80.0,70.0,78.0,80.0,84.0,78.0,77.0,87.0,82.0,77.0,38.0,79.0,81.0,79.0,40.0,42.0,39.0,14.0,15.0,10.0,10.0,15.0
Christoph Baumgartner,"FW,MF",Austria,26.8597,0.1369003061469473,78.0,84.0,22500000.0,27000.0,80.0,72.0,73.0,80.0,44.0,56.0,62.0,75.0,65.0,82.0,52.0,79.0,82.0,78.0,79.0,77.0,79.0,73.0,63.0,67.0,49.0,63.0,58.0,34.0,75.0,78.0,75.0,31.0,54.0,49.0,10.0,11.0,9.0,14.0,11.0
Carney Chukwuemeka,MF,Austria,22.6407,2.703525714806399,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Kevin Danso,"DF,MF",Austria,27.7255,1.5321383050366395,73.0,79.0,4400000.0,18000.0,78.0,32.0,45.0,56.0,72.0,76.0,39.0,26.0,78.0,52.0,31.0,58.0,70.0,84.0,59.0,66.0,51.0,49.0,81.0,56.0,85.0,25.0,79.0,65.0,33.0,35.0,65.0,70.0,76.0,73.0,12.0,13.0,6.0,11.0,15.0
Marco Friedl,DF,Austria,28.2382,1.851655745900052,73.0,78.0,4200000.0,9000.0,70.0,40.0,58.0,65.0,74.0,75.0,63.0,32.0,66.0,62.0,42.0,70.0,67.0,72.0,63.0,72.0,62.0,46.0,66.0,71.0,77.0,44.0,78.0,72.0,55.0,44.0,60.0,74.0,79.0,72.0,11.0,15.0,6.0,6.0,7.0
Michael Gregoritsch,"FW,MF",Austria,32.1478,2.8140618733778417,72.0,72.0,2500000.0,19000.0,60.0,73.0,72.0,70.0,41.0,71.0,65.0,71.0,73.0,71.0,76.0,73.0,53.0,65.0,59.0,75.0,52.0,79.0,34.0,69.0,81.0,73.0,58.0,33.0,72.0,73.0,68.0,36.0,40.0,38.0,10.0,6.0,9.0,16.0,6.0
Florian Grillitsch,"DF,MF",Austria,30.8433,1.291560057608196,78.0,81.0,18500000.0,35000.0,69.0,60.0,77.0,78.0,72.0,66.0,68.0,58.0,61.0,78.0,68.0,81.0,61.0,75.0,68.0,81.0,65.0,65.0,48.0,70.0,72.0,60.0,50.0,80.0,70.0,82.0,81.0,73.0,72.0,59.0,13.0,12.0,7.0,14.0,7.0
Saša Kalajdžić,"FW,MF",Austria,28.9281,1.1919319868719025,77.0,82.0,16000000.0,27000.0,61.0,73.0,66.0,73.0,45.0,70.0,59.0,82.0,86.0,74.0,47.0,78.0,64.0,58.0,63.0,78.0,54.0,74.0,55.0,68.0,82.0,61.0,44.0,32.0,80.0,70.0,72.0,39.0,46.0,47.0,7.0,6.0,13.0,14.0,15.0
Konrad Laimer,"DF,MF",Austria,29.0411,0.8678278597196292,81.0,85.0,33500000.0,65000.0,81.0,68.0,77.0,78.0,80.0,77.0,78.0,69.0,69.0,78.0,47.0,78.0,82.0,81.0,76.0,79.0,74.0,72.0,73.0,88.0,69.0,68.0,85.0,84.0,71.0,76.0,79.0,83.0,79.0,75.0,9.0,12.0,12.0,13.0,12.0
Philipp Lienhart,DF,Austria,29.9172,-0.6097365684304747,76.0,79.0,9000000.0,21000.0,64.0,28.0,56.0,61.0,78.0,73.0,41.0,24.0,81.0,59.0,40.0,62.0,59.0,68.0,53.0,75.0,61.0,29.0,69.0,67.0,76.0,34.0,73.0,74.0,29.0,53.0,69.0,76.0,81.0,79.0,14.0,8.0,11.0,12.0,14.0
Phillipp Mwene,"DF,MF",Austria,32.3641,-0.9200389275478992,72.0,72.0,2300000.0,12000.0,78.0,43.0,61.0,71.0,66.0,60.0,72.0,42.0,38.0,69.0,46.0,68.0,83.0,73.0,82.0,67.0,88.0,48.0,71.0,75.0,52.0,39.0,59.0,70.0,59.0,49.0,64.0,68.0,69.0,71.0,12.0,9.0,11.0,9.0,7.0
Patrick Pentz,GK,Austria,29.4381,1.851655745900052,72.0,80.0,4500000.0,9000.0,74.0,61.0,64.0,70.0,60.0,71.0,19.0,13.0,16.0,15.0,13.0,25.0,52.0,55.0,62.0,68.0,54.0,55.0,68.0,42.0,63.0,14.0,26.0,19.0,20.0,58.0,37.0,17.0,19.0,18.0,70.0,68.0,73.0,72.0,74.0
Stefan Posch,DF,Austria,29.0767,2.23679645814558,75.0,79.0,7000000.0,24000.0,71.0,29.0,50.0,45.0,79.0,71.0,35.0,23.0,77.0,34.0,24.0,50.0,70.0,71.0,46.0,69.0,59.0,42.0,72.0,63.0,76.0,25.0,66.0,77.0,36.0,36.0,68.0,78.0,81.0,77.0,6.0,8.0,7.0,6.0,8.0
Alexander Prass,"DF,MF",Austria,25.0438,2.640639179228856,64.0,76.0,1400000.0,4000.0,65.0,59.0,62.0,62.0,55.0,64.0,61.0,57.0,53.0,60.0,44.0,63.0,64.0,66.0,71.0,58.0,69.0,65.0,63.0,70.0,62.0,62.0,62.0,48.0,63.0,64.0,59.0,57.0,59.0,53.0,7.0,15.0,12.0,8.0,13.0
Marcel Sabitzer,"FW,MF",Austria,32.2355,-0.0401854159687196,84.0,85.0,48000000.0,110000.0,78.0,84.0,81.0,80.0,67.0,78.0,74.0,81.0,60.0,79.0,78.0,82.0,75.0,81.0,75.0,86.0,80.0,88.0,71.0,85.0,76.0,88.0,77.0,66.0,83.0,83.0,80.0,71.0,70.0,59.0,11.0,13.0,14.0,15.0,13.0
Alexander Schlager,GK,Austria,30.3559,-1.0677053046102576,74.0,78.0,4600000.0,17000.0,74.0,61.0,64.0,70.0,60.0,71.0,20.0,14.0,17.0,13.0,16.0,23.0,32.0,37.0,34.0,72.0,45.0,50.0,59.0,24.0,55.0,18.0,26.0,13.0,6.0,34.0,33.0,24.0,18.0,16.0,75.0,69.0,66.0,73.0,77.0
Xaver Schlager,MF,Austria,28.7009,-0.0626425787490203,80.0,84.0,27500000.0,53000.0,69.0,70.0,73.0,77.0,73.0,81.0,59.0,66.0,44.0,76.0,60.0,77.0,74.0,64.0,78.0,81.0,77.0,78.0,63.0,85.0,80.0,76.0,85.0,83.0,75.0,78.0,74.0,75.0,74.0,69.0,6.0,8.0,8.0,12.0,7.0
Romano Schmid,"FW,MF",Austria,26.3696,1.0870902295406613,70.0,79.0,3600000.0,6000.0,75.0,62.0,66.0,77.0,48.0,60.0,69.0,58.0,39.0,78.0,44.0,75.0,77.0,74.0,85.0,69.0,85.0,69.0,75.0,70.0,61.0,67.0,43.0,60.0,66.0,67.0,65.0,56.0,37.0,37.0,7.0,9.0,7.0,9.0,6.0
Alessandro Schöpf,MF,Austria,32.3395,-0.8482656930785352,71.0,72.0,2100000.0,15000.0,70.0,66.0,69.0,71.0,63.0,71.0,67.0,64.0,44.0,71.0,61.0,69.0,74.0,66.0,74.0,72.0,76.0,68.0,62.0,91.0,65.0,69.0,64.0,65.0,70.0,68.0,68.0,68.0,59.0,74.0,13.0,6.0,13.0,11.0,10.0
Nicolas Seiwald,MF,Austria,25.104,-0.6910728399662323,68.0,79.0,2600000.0,8000.0,65.0,60.0,67.0,68.0,64.0,66.0,64.0,57.0,63.0,67.0,60.0,71.0,64.0,65.0,67.0,63.0,72.0,67.0,73.0,72.0,61.0,65.0,71.0,61.0,59.0,67.0,62.0,60.0,69.0,64.0,5.0,8.0,7.0,14.0,7.0
Michael Svoboda,DF,Austria,27.6543,0.624754646945898,66.0,74.0,1800000.0,5000.0,58.0,41.0,53.0,58.0,65.0,77.0,40.0,36.0,62.0,60.0,26.0,64.0,52.0,62.0,40.0,60.0,31.0,59.0,52.0,68.0,86.0,38.0,70.0,64.0,45.0,55.0,62.0,65.0,66.0,62.0,5.0,9.0,6.0,14.0,11.0
Paul Wanner,MF,Austria,20.4654,1.937591706494901,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Florian Wiegele,GK,Austria,25.2245,2.7705094784142075,56.0,76.0,400000.0,550.0,66.0,46.0,50.0,64.0,33.0,52.0,43.0,46.0,37.0,63.0,42.0,63.0,65.0,66.0,73.0,55.0,79.0,52.0,56.0,59.0,51.0,42.0,44.0,26.0,42.0,56.0,57.0,35.0,32.0,35.0,10.0,6.0,9.0,5.0,11.0
Patrick Wimmer,"FW,MF",Austria,25.0329,0.3617007012270061,67.0,82.0,2500000.0,6000.0,87.0,54.0,59.0,69.0,44.0,71.0,62.0,57.0,44.0,70.0,50.0,67.0,85.0,88.0,82.0,56.0,72.0,55.0,75.0,80.0,71.0,48.0,60.0,44.0,58.0,58.0,63.0,48.0,39.0,45.0,12.0,13.0,9.0,14.0,13.0
Timothy Castagne,"DF,MF",Belgium,30.5147,0.6182387894631682,79.0,82.0,21500000.0,84000.0,78.0,57.0,71.0,76.0,75.0,70.0,79.0,59.0,69.0,77.0,33.0,78.0,77.0,78.0,71.0,78.0,66.0,62.0,72.0,84.0,64.0,52.0,68.0,78.0,77.0,69.0,68.0,77.0,75.0,72.0,14.0,9.0,15.0,10.0,15.0
Thibaut Courtois,GK,Belgium,34.0849,1.20039444187588,89.0,91.0,85500000.0,250000.0,74.0,61.0,64.0,70.0,60.0,71.0,14.0,14.0,13.0,13.0,20.0,23.0,42.0,52.0,62.0,84.0,45.0,56.0,68.0,38.0,70.0,17.0,23.0,15.0,13.0,44.0,66.0,20.0,18.0,16.0,84.0,89.0,74.0,86.0,88.0
Kevin De Bruyne,"FW,MF",Belgium,34.9528,1.3033295494367092,91.0,91.0,125500000.0,350000.0,76.0,86.0,93.0,88.0,64.0,78.0,94.0,82.0,55.0,88.0,83.0,91.0,76.0,76.0,79.0,91.0,78.0,91.0,63.0,89.0,74.0,91.0,76.0,66.0,88.0,94.0,89.0,68.0,65.0,53.0,15.0,13.0,5.0,10.0,13.0
Maxim De Cuyper,"DF,MF",Belgium,25.4682,0.9005231855544771,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Charles De Ketelaere,"FW,MF",Belgium,25.2546,3.0811254674041857,75.0,85.0,12500000.0,19000.0,72.0,72.0,75.0,77.0,62.0,71.0,74.0,74.0,71.0,79.0,68.0,81.0,69.0,75.0,76.0,71.0,55.0,72.0,61.0,83.0,72.0,71.0,57.0,59.0,73.0,75.0,74.0,68.0,59.0,54.0,11.0,8.0,14.0,8.0,8.0
Koni De Winter,DF,Belgium,23.9966,-1.2142084883384237,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Zeno Debast,DF,Belgium,22.6297,0.3668058923003867,61.0,81.0,850000.0,500.0,62.0,26.0,47.0,56.0,59.0,65.0,35.0,21.0,59.0,52.0,29.0,62.0,58.0,66.0,52.0,56.0,48.0,35.0,63.0,51.0,73.0,26.0,62.0,63.0,23.0,35.0,62.0,56.0,61.0,56.0,6.0,6.0,15.0,6.0,5.0
Jeremy Doku,"FW,MF",Belgium,24.0411,1.1916144688686514,77.0,88.0,23000000.0,29000.0,92.0,66.0,67.0,83.0,25.0,67.0,68.0,67.0,37.0,86.0,44.0,78.0,94.0,90.0,95.0,75.0,88.0,73.0,76.0,70.0,68.0,59.0,58.0,18.0,74.0,73.0,72.0,22.0,28.0,25.0,11.0,10.0,8.0,9.0,12.0
Matias Fernandez-Pardo,"FW,MF",Belgium,21.3504,3.1592044386432176,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Senne Lammens,GK,Belgium,23.9281,1.9679998156284628,64.0,81.0,1300000.0,500.0,74.0,61.0,64.0,70.0,60.0,71.0,14.0,10.0,14.0,15.0,11.0,19.0,19.0,25.0,40.0,58.0,27.0,44.0,31.0,29.0,63.0,8.0,29.0,15.0,6.0,30.0,36.0,7.0,15.0,12.0,70.0,60.0,58.0,58.0,67.0
Romelu Lukaku,FW,Belgium,33.0794,3.949650206723884,88.0,88.0,93500000.0,260000.0,84.0,87.0,74.0,78.0,39.0,83.0,73.0,92.0,89.0,83.0,66.0,77.0,81.0,87.0,60.0,91.0,52.0,89.0,76.0,71.0,95.0,74.0,71.0,27.0,89.0,75.0,86.0,30.0,41.0,30.0,8.0,15.0,14.0,7.0,10.0
Dodi Lukebakio,"FW,MF",Belgium,28.7118,2.2397211164312494,76.0,81.0,11500000.0,35000.0,84.0,75.0,69.0,79.0,31.0,60.0,67.0,74.0,56.0,82.0,65.0,79.0,82.0,85.0,76.0,76.0,70.0,83.0,68.0,69.0,68.0,71.0,28.0,26.0,75.0,69.0,74.0,31.0,29.0,24.0,9.0,7.0,14.0,11.0,12.0
Brandon Mechele,DF,Belgium,33.3669,2.958268993545079,76.0,77.0,7000000.0,24000.0,62.0,38.0,50.0,54.0,80.0,76.0,42.0,38.0,77.0,43.0,33.0,63.0,58.0,66.0,59.0,68.0,55.0,56.0,63.0,77.0,77.0,24.0,73.0,81.0,30.0,31.0,68.0,82.0,81.0,76.0,11.0,7.0,13.0,13.0,12.0
Thomas Meunier,"DF,MF",Belgium,34.7447,2.6042279224863023,77.0,77.0,9500000.0,48000.0,73.0,74.0,72.0,72.0,73.0,80.0,77.0,70.0,72.0,75.0,56.0,73.0,67.0,77.0,63.0,72.0,47.0,80.0,72.0,83.0,83.0,77.0,73.0,75.0,75.0,71.0,74.0,69.0,75.0,80.0,8.0,13.0,15.0,6.0,9.0
Diego Moreira,MF,Belgium,21.846,3.4051134951146325,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Nathan Ngoy,DF,Belgium,23.0027,0.1670579875177855,57.0,73.0,400000.0,700.0,73.0,30.0,35.0,46.0,56.0,62.0,24.0,32.0,51.0,41.0,16.0,47.0,71.0,74.0,57.0,58.0,59.0,41.0,69.0,55.0,68.0,22.0,52.0,55.0,14.0,22.0,46.0,55.0,58.0,56.0,12.0,15.0,8.0,6.0,13.0
Amadou Onana,MF,Belgium,24.8186,-0.6322783284795578,68.0,83.0,2700000.0,6000.0,71.0,53.0,61.0,66.0,66.0,74.0,45.0,54.0,62.0,69.0,42.0,67.0,68.0,74.0,64.0,58.0,52.0,59.0,68.0,68.0,79.0,49.0,70.0,65.0,53.0,62.0,59.0,64.0,68.0,71.0,7.0,12.0,12.0,9.0,10.0
Mike Penders,GK,Belgium,20.8624,-2.92657915581144,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Nicolas Raskin,MF,Belgium,25.2957,0.365851517941777,71.0,83.0,4500000.0,8000.0,69.0,62.0,72.0,72.0,66.0,73.0,68.0,57.0,66.0,71.0,67.0,74.0,71.0,68.0,77.0,67.0,77.0,71.0,80.0,78.0,68.0,68.0,78.0,69.0,54.0,73.0,68.0,61.0,69.0,63.0,14.0,14.0,13.0,11.0,7.0
Alexis Saelemaekers,MF,Belgium,26.9555,2.0955399682956504,76.0,81.0,11500000.0,34000.0,81.0,66.0,74.0,78.0,62.0,68.0,80.0,68.0,45.0,78.0,68.0,78.0,81.0,81.0,87.0,75.0,73.0,62.0,77.0,83.0,59.0,72.0,67.0,64.0,72.0,70.0,70.0,65.0,65.0,61.0,9.0,6.0,9.0,12.0,12.0
Joaquin Seys,DF,Belgium,21.2053,-1.3990155195609708,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Arthur Theate,DF,Belgium,26.0465,-0.0729370786710336,69.0,80.0,2900000.0,4000.0,73.0,40.0,52.0,53.0,67.0,79.0,53.0,23.0,69.0,48.0,27.0,59.0,70.0,75.0,49.0,64.0,46.0,70.0,68.0,70.0,84.0,58.0,78.0,61.0,23.0,43.0,65.0,65.0,71.0,70.0,7.0,6.0,12.0,11.0,10.0
Youri Tielemans,MF,Belgium,29.0958,2.3621495891512474,84.0,87.0,57000000.0,125000.0,63.0,79.0,86.0,80.0,71.0,72.0,82.0,74.0,67.0,79.0,78.0,85.0,67.0,59.0,67.0,83.0,77.0,87.0,66.0,81.0,69.0,86.0,68.0,74.0,80.0,87.0,86.0,70.0,73.0,69.0,6.0,8.0,10.0,14.0,12.0
Leandro Trossard,"FW,MF",Belgium,31.5175,1.5259979553747158,77.0,78.0,12500000.0,55000.0,82.0,76.0,74.0,80.0,30.0,61.0,74.0,76.0,62.0,79.0,69.0,77.0,89.0,76.0,92.0,72.0,85.0,76.0,78.0,71.0,60.0,79.0,47.0,18.0,75.0,74.0,80.0,30.0,31.0,18.0,14.0,8.0,11.0,7.0,7.0
Hans Vanaken,MF,Belgium,33.7967,3.1421100135167244,78.0,78.0,14000000.0,29000.0,47.0,78.0,79.0,75.0,59.0,73.0,74.0,80.0,78.0,77.0,75.0,82.0,38.0,54.0,57.0,78.0,40.0,75.0,36.0,88.0,76.0,75.0,57.0,61.0,82.0,84.0,86.0,58.0,55.0,50.0,13.0,6.0,9.0,15.0,11.0
Axel Witsel,"DF,MF",Belgium,37.4107,-0.0251845653768144,83.0,83.0,24000000.0,72000.0,61.0,72.0,81.0,79.0,82.0,79.0,69.0,71.0,84.0,78.0,68.0,81.0,60.0,61.0,71.0,85.0,70.0,75.0,78.0,76.0,82.0,71.0,75.0,83.0,73.0,79.0,90.0,82.0,80.0,80.0,5.0,7.0,7.0,10.0,7.0
Kerim Alajbegović,MF,Bosnia-Herzegovina,18.7201,-1.1685379696610187,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Esmir Bajraktarevic,MF,Bosnia-Herzegovina,21.2546,-0.4460020234791965,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Ivan Bašić,MF,Bosnia-Herzegovina,24.115,-0.5141738103925537,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Samed Baždar,FW,Bosnia-Herzegovina,22.3587,-1.1125927360637768,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Dženis Burnić,MF,Bosnia-Herzegovina,28.0548,-0.7311355022977106,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Nidal Čelik,DF,Bosnia-Herzegovina,19.9008,-1.6621536277699818,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Amar Dedić,DF,Bosnia-Herzegovina,23.8131,-1.2086071299841337,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Ermedin Demirović,FW,Bosnia-Herzegovina,28.2136,-1.433494021977449,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Edin Džeko,FW,Bosnia-Herzegovina,40.2355,0.1921093044920164,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Armin Gigovic,MF,Bosnia-Herzegovina,24.1807,-1.6287579245548909,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
