Country,#,Player,Pos,Club,Birth Place,Birth Date,Age,League,Birth Country
Paraguay,13.0,José Canale,DF,Lanús,"Itauguá, Paraguay",1996-07-20,29.8925,1.ar,Paraguay
Paraguay,14.0,Andrés Cubas,MF,Vancouver W'caps,"Aristóbulo del Valle, Argentina",1996-05-22,30.0548,1.us,Argentina
Paraguay,19.0,Julio Enciso,FW,Strasbourg,"Caaguazú, Paraguay",2004-01-23,22.3806,1.fr,Paraguay
Paraguay,1.0,Gatito Fernández,GK,Cerro Porteño,"Asunción, Paraguay",1988-03-29,38.2026,1.py,Paraguay
Paraguay,23.0,Matías Galarza,MF,Atlanta Utd,"Asunción, Paraguay",2002-02-11,24.3285,1.us,Paraguay
Paraguay,12.0,Orlando Gill,GK,San Lorenzo,"San Lorenzo, Paraguay",2000-06-11,26.0,1.py,Paraguay
Paraguay,8.0,Diego Gómez,MF,Brighton,"San Juan Bautista, Paraguay",2003-03-27,23.2081,1.eng,Paraguay
Paraguay,15.0,Gustavo Gómez,DF,Palmeiras,"San Juan Bautista, Paraguay",1993-05-06,33.0986,1.br,Paraguay
Paraguay,17.0,Kaku,MF,Al Ain FC,"Ciudadela, Argentina",1995-01-11,31.4134,1.ae,Argentina
Paraguay,26.0,Alexandro Maidana,DF,Talleres–C,"Caacupé, Paraguay",2005-07-26,20.8761,1.ar,Paraguay
Paraguay,11.0,Mauricio,MF,Palmeiras,"São Paulo, Brazil",2001-05-22,25.0548,1.br,Brazil
Paraguay,20.0,Braian Ojeda,MF,Orlando City,"Itauguá, Paraguay",2000-06-27,25.9555,1.us,Paraguay
Paraguay,22.0,Gastón Olveira,GK,Olimpia,"Montevideo, Uruguay",1993-04-21,33.1396,1.py,Uruguay
Paraguay,25.0,Isidro Pitta,FW,RB Bragantino,"Asunción, Paraguay",1999-08-14,26.8241,1.br,Paraguay
Paraguay,9.0,Antonio Sanabria,FW,Cremonese,"San Lorenzo, Paraguay",1996-03-04,30.271,1.it,Paraguay
Paraguay,7.0,Ramón Sosa,"FW,MF",Palmeiras,Paraguay,1999-08-31,26.7775,1.br,Paraguay
Paraguay,2.0,Gustavo Velásquez,DF,Cerro Porteño,"Itauguá, Paraguay",1991-04-17,35.1506,1.py,Paraguay
Portugal,4.0,Tomás Araújo,DF,Benfica,"Portugal, Portugal",2002-05-16,24.0712,1.pt,Portugal
Portugal,20.0,João Cancelo,"DF,MF",Barcelona,"Barreiro, Portugal",1994-05-27,32.0411,1.es,Portugal
Portugal,26.0,Francisco Conceição,MF,Juventus,"Portugal, Portugal",2002-12-14,23.4901,1.it,Portugal
Portugal,1.0,Diogo Costa,GK,Porto,"Rothrist, Switzerland",1999-09-19,26.7255,1.pt,Switzerland
Portugal,24.0,Samu Costa,MF,Mallorca,"Portugal, Portugal",2000-11-27,25.5366,1.es,Portugal
Portugal,5.0,Diogo Dalot,"DF,MF",Manchester Utd,"Braga, Portugal",1999-03-18,27.2327,1.eng,Portugal
Portugal,3.0,Rúben Dias,"DF,MF",Manchester City,"Amadora, Portugal",1997-05-14,29.0767,1.eng,Portugal
Portugal,11.0,João Félix,"FW,MF",Al-Nassr,"Viseu, Portugal",1999-11-10,26.5832,1.sa,Portugal
Portugal,8.0,Bruno Fernandes,"FW,MF",Manchester Utd,"Maia, Portugal",1994-09-08,31.7556,1.eng,Portugal
Portugal,19.0,Gonçalo Guedes,"FW,MF",Real Sociedad,"Benavente, Portugal",1996-11-29,29.5311,1.es,Portugal
Portugal,14.0,Gonçalo Inácio,DF,Sporting CP,"Portugal, Portugal",2001-08-25,24.794,1.pt,Portugal
Portugal,17.0,Rafael Leão,"FW,MF",Milan,"Almada, Portugal",1999-06-10,27.0027,1.it,Portugal
Portugal,25.0,Nuno Mendes,"DF,MF",Paris Saint-Germain,"Sintra, Portugal",2002-06-19,23.9774,1.fr,Portugal
Portugal,18.0,Pedro Neto,"FW,MF",Chelsea,"Viana do Castelo, Portugal",2000-03-09,26.2574,1.eng,Portugal
Portugal,15.0,João Neves,MF,Paris Saint-Germain,"Portugal, Portugal",2004-09-27,21.7036,1.fr,Portugal
Portugal,21.0,Rúben Neves,MF,Al-Hilal,"Mozelos, Portugal",1997-03-13,29.2464,1.sa,Portugal
Portugal,6.0,Matheus Nunes,"DF,MF",Manchester City,"Rio de Janeiro, Brazil",1998-08-27,27.7885,1.eng,Brazil
Portugal,9.0,Gonçalo Ramos,FW,Paris Saint-Germain,"Olhão, Portugal",2001-06-20,24.9747,1.fr,Portugal
Portugal,7.0,Cristiano Ronaldo,"FW,MF",Al-Nassr,"Funchal, Portugal",1985-02-05,41.345,1.sa,Portugal
Portugal,12.0,José Sá,GK,Wolves,"Braga, Portugal",1993-01-17,33.397,1.eng,Portugal
Portugal,2.0,Nélson Semedo,"DF,MF",Fenerbahçe,"Lisbon, Portugal",1993-11-16,32.5667,1.tr,Portugal
Portugal,10.0,Bernardo Silva,"FW,MF",Manchester City,"Lisbon, Portugal",1994-08-10,31.835,1.eng,Portugal
Portugal,22.0,Rui Silva,GK,Sporting CP,"Maia, Portugal",1994-02-07,32.3395,1.pt,Portugal
Portugal,16.0,Francisco Trincão,"FW,MF",Sporting CP,"Viana do Castelo, Portugal",1999-12-29,26.449,1.pt,Portugal
Portugal,13.0,Renato Veiga,"DF,MF",Villarreal,"Lisbon, Portugal",2003-07-29,22.8679,1.es,Portugal
Portugal,23.0,Vitinha,MF,Paris Saint-Germain,"Portugal, Portugal",2000-02-13,26.3231,1.fr,Portugal
Qatar,15.0,Yusuf Abdurisag,FW,Al-Wakrah,"Mogadishu, Somalia",1999-08-06,26.846,1.qa,Somalia
Qatar,1.0,Mahmoud Abunada,GK,Al Rayyan SC,"Doha, Qatar",2000-02-05,26.345,1.qa,Qatar
Qatar,11.0,Akram Afif,FW,Al Sadd,"Doha, Qatar",1996-11-18,29.5613,1.qa,Qatar
Qatar,14.0,Homam Ahmed,DF,Cultural Leonesa,"Doha, Qatar",1999-08-25,26.794,2.es,Qatar
Qatar,7.0,Ahmed Alaaeldin,FW,Al Rayyan SC,"Ismailia, Egypt",1993-01-31,33.3587,1.qa,Egypt
Qatar,19.0,Almoez Ali,FW,Al Duhail SC,"Khartoum, Sudan",1996-08-19,29.8104,1.qa,Sudan
Qatar,22.0,Meshaal Barsham,GK,Al Sadd,"Doha, Qatar",1998-02-14,28.3203,1.qa,Qatar
Qatar,12.0,Karim Boudiaf,"DF,MF",Al Duhail SC,"Rouen, France",1990-09-16,35.7337,1.qa,France
Qatar,18.0,Sultan Al-Brake,DF,Al Duhail SC,"Doha, Qatar",1996-04-07,30.178,1.qa,Qatar
Qatar,20.0,Ahmed Fathy,MF,Al-Arabi,"Aswan, Egypt",1993-01-25,33.3751,1.qa,Egypt
Qatar,5.0,Jassem Gaber,MF,Al Rayyan SC,"Doha, Qatar",2002-02-20,24.3039,1.qa,Qatar
Qatar,17.0,Ahmed Al-Ganehi,FW,Al-Gharafa Sports Club,"Doha, Qatar",2000-09-22,25.7173,1.qa,Qatar
Qatar,6.0,Abdulaziz Hatem,MF,Al Rayyan SC,"Doha, Qatar",1990-01-01,36.4408,1.qa,Qatar
Qatar,10.0,Hassan Al-Haydos,"FW,MF",Al Sadd,"Doha, Qatar",1990-12-11,35.4983,1.qa,Qatar
Qatar,25.0,Al-Hashmi Al-Hussain,MF,Al-Arabi,"Qaţar, Qatar",2003-08-15,22.8214,1.qa,Qatar
Qatar,24.0,Tahsin Jamshid,FW,Al Duhail SC,"Qaţar, Qatar",2006-06-16,19.9856,1.qa,Qatar
Qatar,8.0,Edmilson Junior,FW,Al Duhail SC,"Liège, Belgium",1994-08-19,31.8104,1.qa,Belgium
Qatar,16.0,Boualem Khoukhi,DF,Al Sadd,"Bou Ismaïl, Algeria",1990-07-09,35.9227,1.qa,Algeria
Qatar,4.0,Issa Laye,MF,Al-Arabi,Senegal,1997-12-22,28.4682,1.qa,Senegal
Qatar,23.0,Assim Madibo,MF,Al-Wakrah,"Doha, Qatar",1996-10-22,29.6352,1.qa,Qatar
Qatar,26.0,Mohamed Manai,DF,Al-Shamal Sports Club,"Doha, Qatar",2002-10-25,23.627,1.qa,Qatar
Qatar,3.0,Lucas Mendes,DF,Al-Wakrah,"Curitiba, Brazil",1990-07-03,35.9391,1.qa,Brazil
Qatar,9.0,Mohammed Muntari,FW,Al-Gharafa Sports Club,"Kumasi, Ghana",1993-12-20,32.4736,1.qa,Ghana
Qatar,13.0,Ayoub Al-Oui,DF,Al-Gharafa Sports Club,"Qaţar, Qatar",2005-03-11,21.2519,1.qa,Qatar
Qatar,2.0,Ró-Ró,DF,Al Sadd,"Algueirão-Mem Martins, Portugal",1990-08-06,35.846,1.qa,Portugal
Qatar,21.0,Salah Zakaria,GK,Al Duhail SC,Egypt,1999-04-24,27.1314,1.qa,Egypt
Saudi Arabia,12.0,Saud Abdulhamid,"DF,MF",Lens,"Jiddah, Saudi Arabia",1999-07-18,26.898,1.fr,Saudi Arabia
Saudi Arabia,4.0,Abdulelah Al-Amri,,Al-Nassr,"Ta’if, Saudi Arabia",1997-01-15,29.4025,1.sa,Saudi Arabia
Saudi Arabia,1.0,Nawaf Al Aqidi,GK,Al-Nassr,"Riyadh, Saudi Arabia",2000-05-10,26.0876,1.sa,Saudi Arabia
Saudi Arabia,13.0,Nawaf Boushal,DF,Al-Nassr,"Al Hufūf, Saudi Arabia",1999-09-16,26.7337,1.sa,Saudi Arabia
Saudi Arabia,9.0,Firas Al-Buraikan,"FW,MF",Al-Ahli,"Riyadh, Saudi Arabia",2000-05-14,26.0767,1.sa,Saudi Arabia
Saudi Arabia,6.0,Nasser Al-Dawsari,"DF,MF",Al-Hilal,"Riyadh, Saudi Arabia",1998-12-19,27.4764,1.sa,Saudi Arabia
Saudi Arabia,10.0,Salem Al-Dawsari,"DF,FW",Al-Hilal,"Riyadh, Saudi Arabia",1991-08-19,34.8104,1.sa,Saudi Arabia
Saudi Arabia,17.0,Khalid Al Ghannam,MF,Al-Ettifaq,"Khobar, Saudi Arabia",2000-11-08,25.5886,1.sa,Saudi Arabia
Saudi Arabia,19.0,Abdullah Al-Hamdan,FW,Al-Nassr,"Riyadh, Saudi Arabia",1999-09-13,26.742,1.sa,Saudi Arabia
Saudi Arabia,24.0,Moteb Al-Harbi,DF,Al-Hilal,"Riyadh, Saudi Arabia",2000-02-20,26.3039,1.sa,Saudi Arabia
Saudi Arabia,18.0,Alaa Al Hejji,MF,Neom,"Sakakah, Saudi Arabia",1995-12-03,30.5202,1.sa,Saudi Arabia
Saudi Arabia,16.0,Ziyad Al Johani,MF,Al-Ahli,"Jiddah, Saudi Arabia",2001-11-11,24.5804,1.sa,Saudi Arabia
Saudi Arabia,7.0,Musab Al Juwayr,MF,Al-Qadsiah,"Riyadh, Saudi Arabia",2003-06-20,22.9747,1.sa,Saudi Arabia
Saudi Arabia,14.0,Hassan Kadesh,DF,Al-Ittihad,Saudi Arabia,1992-09-06,33.7611,1.sa,Saudi Arabia
Saudi Arabia,23.0,Mohamed Kanno,MF,Al-Hilal,"Khobar, Saudi Arabia",1994-09-22,31.7173,1.sa,Saudi Arabia
Saudi Arabia,22.0,Ahmed Al-Kassar,GK,Al-Qadsiah,"Jubayl al Qawm, Saudi Arabia",1991-05-08,35.0931,1.sa,Saudi Arabia
Saudi Arabia,15.0,Abdullah Al-Khaibari,MF,Al-Nassr,Saudi Arabia,1996-08-16,29.8186,1.sa,Saudi Arabia
Saudi Arabia,3.0,Ali Lajami,DF,Al-Hilal,"Sayhāt, Saudi Arabia",1996-04-24,30.1314,1.sa,Saudi Arabia
Saudi Arabia,2.0,Ali Majrashi,DF,Al-Ahli,"Al Ḩamīmah, Saudi Arabia",1999-10-02,26.6899,1.sa,Saudi Arabia
Saudi Arabia,20.0,Sultan Mendash,"FW,MF",Al-Hilal,"Jeddah, Saudi Arabia",1994-10-17,31.6489,1.sa,Saudi Arabia
Saudi Arabia,21.0,Mohammed Al-Owais,GK,Al-Ula,"Al Hufūf, Saudi Arabia",1991-10-10,34.668,1.sa,Saudi Arabia
Saudi Arabia,26.0,Mohammed Abu Al-Shamat,"DF,MF",Al-Qadsiah,"Jiddah, Saudi Arabia",2002-08-11,23.8323,1.sa,Saudi Arabia
Saudi Arabia,11.0,Saleh Al-Shehri,FW,Al-Ittihad,"Jeddah, Saudi Arabia",1993-11-01,32.6078,1.sa,Saudi Arabia
Saudi Arabia,5.0,Hassan Al Tambakti,DF,Al-Hilal,"Riyadh, Saudi Arabia",1999-02-09,27.334,1.sa,Saudi Arabia
Saudi Arabia,25.0,Jehad Thakri,DF,Al-Qadsiah,"Khobar, Saudi Arabia",2001-07-21,24.8898,1.sa,Saudi Arabia
Saudi Arabia,8.0,Ayman Yahya,MF,Al-Nassr,"Riyadh, Saudi Arabia",2001-05-14,25.0767,1.sa,Saudi Arabia
Scotland,10.0,Ché Adams,FW,Torino,"Leicester, England, United Kingdom",1996-07-13,29.9117,1.it,United Kingdom
Scotland,11.0,Ryan Christie,"FW,MF",Bournemouth,"Inverness, Scotland, United Kingdom",1995-02-22,31.2984,1.eng,United Kingdom
Scotland,25.0,Findlay Curtis,MF,Kilmarnock,"Scotland, United Kingdom",2006-10-01,19.6927,1.sct,United Kingdom
Scotland,9.0,Lyndon Dykes,"FW,MF",Charlton Athletic,"Gold Coast, Australia",1995-10-07,30.6762,2.eng,Australia
Scotland,19.0,Lewis Ferguson,MF,Bologna,"Scotland, United Kingdom",1999-08-24,26.7967,1.it,United Kingdom
Scotland,8.0,Tyler Fletcher,MF,Manchester Utd,"Scotland, United Kingdom",2007-03-19,19.23,1.eng,United Kingdom
Scotland,17.0,Ben Gannon-Doak,MF,Bournemouth,"Scotland, United Kingdom",2005-11-11,20.5804,1.eng,United Kingdom
Scotland,,Billy Gilmour,MF,Napoli,"Scotland, United Kingdom",2001-06-11,25.0,1.it,United Kingdom
Scotland,21.0,Craig Gordon,GK,Hearts,"Edinburgh, Scotland, United Kingdom",1982-12-31,43.4435,1.sct,United Kingdom
Scotland,1.0,Angus Gunn,GK,Nottingham Forest,"Norwich, England, United Kingdom",1996-01-22,30.3833,1.eng,United Kingdom
Scotland,5.0,Grant Hanley,DF,Hibernian,"Dumfries, Scotland, United Kingdom",1991-11-20,34.5558,1.sct,United Kingdom
Scotland,13.0,Jack Hendry,DF,Al-Ettifaq,"Glasgow, Scotland, United Kingdom",1995-05-07,31.0958,1.sa,United Kingdom
Scotland,2.0,Aaron Hickey,DF,Brentford,"Scotland, United Kingdom",2002-06-10,24.0027,1.eng,United Kingdom
Scotland,18.0,George Hirst,FW,Ipswich Town,"Sheffield, England, United Kingdom",1999-02-15,27.3176,2.eng,United Kingdom
Scotland,16.0,Dominic Hyam,DF,Wrexham,"Leuchars, Scotland, United Kingdom",1995-12-20,30.4736,2.eng,United Kingdom
Scotland,12.0,Liam Kelly,GK,Rangers,"Glasgow, Scotland, United Kingdom",1996-01-23,30.3806,1.sct,United Kingdom
Scotland,7.0,John McGinn,MF,Aston Villa,"Glasgow, Scotland, United Kingdom",1994-10-18,31.6461,1.eng,United Kingdom
Scotland,26.0,Scott McKenna,DF,Dinamo Zagreb,"Dundee, Scotland, United Kingdom",1996-11-12,29.5777,1.hr,United Kingdom
Scotland,23.0,Kenny McLean,"DF,MF",Norwich City,"Rutherglen, Scotland, United Kingdom",1992-01-08,34.4216,2.eng,United Kingdom
Scotland,4.0,Scott McTominay,MF,Napoli,"Lancaster, England, United Kingdom",1996-12-08,29.5065,1.it,United Kingdom
Scotland,22.0,Nathan Patterson,DF,Everton,"Glasgow, Scotland, United Kingdom",2001-10-16,24.6516,1.eng,United Kingdom
Scotland,24.0,Anthony Ralston,DF,Celtic,"Glasgow, Scotland, United Kingdom",1998-11-16,27.5667,1.sct,United Kingdom
Scotland,3.0,Andy Robertson,DF,Liverpool,"Glasgow, Scotland, United Kingdom",1994-03-11,32.2519,1.eng,United Kingdom
Scotland,20.0,Lawrence Shankland,FW,Hearts,"Glasgow, Scotland, United Kingdom",1995-08-10,30.835,1.sct,United Kingdom
Scotland,15.0,John Souttar,DF,Rangers,"Aberdeen, Scotland, United Kingdom",1996-09-25,29.7091,1.sct,United Kingdom
Scotland,14.0,Ross Stewart,FW,Southampton,"Irvine, Scotland, United Kingdom",1996-07-11,29.9172,2.eng,United Kingdom
Scotland,6.0,Kieran Tierney,"DF,MF",Celtic,"Douglas, Isle of Man",1997-06-05,29.0164,1.sct,Isle of Man
Senegal,8.0,Lamine Camara,MF,Monaco,"Bignona, Senegal",2004-01-01,22.4408,1.fr,Senegal
Senegal,6.0,Pathé Ciss,"DF,MF",Rayo Vallecano,Senegal,1994-03-16,32.2382,1.es,Senegal
Senegal,7.0,Assane Diao,MF,Como,"Ndagam, Senegal",2005-09-07,20.7584,1.it,Senegal
Senegal,21.0,Habib Diarra,MF,Sunderland,"Guédiawaye, Senegal",2004-01-03,22.4353,1.eng,Senegal
Senegal,15.0,Krépin Diatta,"DF,FW",Monaco,Senegal,1999-02-25,27.2902,1.fr,Senegal
Senegal,23.0,Mory Diaw,GK,Le Havre,"Poissy, France",1993-06-22,32.9692,1.fr,France
Senegal,9.0,Bamba Dieng,FW,Lorient,"Pikine, Senegal",2000-03-23,26.219,1.fr,Senegal
Senegal,25.0,El Hadji Malick Diouf,"DF,MF",West Ham United,"Dakar, Senegal",2004-12-28,21.4517,1.eng,Senegal
Senegal,1.0,Yehvann Diouf,GK,Nice,"Montreuil, France",1999-11-16,26.5667,1.fr,France
Senegal,5.0,Idrissa Gueye,MF,Everton,Senegal,1989-09-26,36.7064,1.eng,Senegal
Senegal,26.0,Pape Gueye,MF,Villarreal,"Montreuil, France",1999-01-24,27.3778,1.es,France
Senegal,11.0,Nicolas Jackson,FW,Bayern Munich,"Banjul, Gambia",2001-06-20,24.9747,1.de,Gambia
Senegal,14.0,Ismail Jakobs,"DF,MF",Galatasaray,"Köln, Germany",1999-08-17,26.8159,1.tr,Germany
Senegal,3.0,Kalidou Koulibaly,DF,Al-Hilal,"Saint-Dié-des-Vosges, France",1991-06-20,34.9747,1.sa,France
Senegal,10.0,Sadio Mané,"FW,MF",Al-Nassr,"Sédhiou, Senegal",1992-04-10,34.1697,1.sa,Senegal
Senegal,17.0,Pape Matar Sarr,MF,Tottenham Hotspur,"Thiaroye, Senegal",2002-09-14,23.7392,1.eng,Senegal
Senegal,20.0,Ibrahim Mbaye,FW,Paris Saint-Germain,"France, France",2008-01-24,18.3778,1.fr,France
Senegal,24.0,Antoine Mendy,DF,Nice,"Marseille, France",2004-05-27,22.0411,1.fr,France
Senegal,16.0,Édouard Mendy,GK,Al-Ahli,"Montivilliers, France",1992-03-01,34.2793,1.sa,France
Senegal,12.0,Cherif Ndiaye,"FW,MF",Samsunspor,Senegal,1996-01-23,30.3806,1.tr,Senegal
Senegal,13.0,Iliman Ndiaye,"FW,MF",Everton,"Rouen, France",2000-03-06,26.2656,1.eng,France
Senegal,19.0,Moussa Niakhaté,"DF,FW",Lyon,"Roubaix, France",1996-03-08,30.2601,1.fr,France
Senegal,22.0,Bara Sapoko Ndiaye,MF,Bayern Munich,"Mékhé, Senegal",2007-12-31,18.4435,1.de,Senegal
Senegal,18.0,Ismaila Sarr,"FW,MF",Crystal Palace,"Saint-Louis, Senegal",1998-02-25,28.2902,1.eng,Senegal
Senegal,2.0,Mamadou Sarr,DF,Chelsea,"Martigues, France",2005-08-29,20.783,1.eng,France
Senegal,4.0,Abdoulaye Seck,DF,Maccabi Haifa FC,Senegal,1992-06-04,34.0192,1.il,Senegal
South Africa,23.0,Jayden Adams,MF,Mamelodi Sundowns,"Cape Town, South Africa",2001-05-05,25.1013,1.za,South Africa
South Africa,7.0,Oswin Appollis,MF,Orlando Pirates,"Bishop Lavis, South Africa",2001-08-25,24.794,1.za,South Africa
South Africa,16.0,Sipho Chaine,GK,Orlando Pirates,"South Africa, South Africa",1996-12-14,29.4901,1.za,South Africa
South Africa,26.0,Bradley Cross,DF,Kaizer Chiefs,"Kempton Park, South Africa",2001-01-30,25.3614,1.za,South Africa
South Africa,9.0,Lyle Foster,FW,Burnley,"Carletonville, South Africa",2000-09-03,25.7693,1.eng,South Africa
South Africa,22.0,Ricardo Goss,GK,Siwelele,"Durban, South Africa",1994-04-02,32.1916,1.za,South Africa
South Africa,18.0,Samukele Kabini,DF,Molde,South Africa,2004-03-15,22.2409,1.no,South Africa
South Africa,17.0,Evidence Makgopa,FW,Orlando Pirates,"South Africa, South Africa",2000-06-05,26.0164,1.za,South Africa
South Africa,24.0,Olwethu Makhanya,DF,Philadelphia Union,"South Africa, South Africa",2004-04-30,22.115,1.us,South Africa
South Africa,12.0,Thapelo Maseko,MF,AEL Limassol,"South Africa, South Africa",2003-11-11,22.5804,1.cy,South Africa
South Africa,2.0,Thabang Matuludi,DF,Polokwane City,South Africa,1999-01-14,27.4052,1.za,South Africa
South Africa,5.0,Thalente Mbatha,MF,Orlando Pirates,"South Africa, South Africa",2000-03-16,26.2382,1.za,South Africa
South Africa,14.0,Mbekezeli Mbokazi,DF,Chicago Fire,South Africa,2005-09-19,20.7255,1.us,South Africa
South Africa,6.0,Aubrey Modiba,DF,Mamelodi Sundowns,"Polokwane, South Africa",1995-07-22,30.8871,1.za,South Africa
South Africa,10.0,Relebohile Mofokeng,MF,Orlando Pirates,South Africa,2004-10-23,21.6324,1.za,South Africa
South Africa,4.0,Teboho Mokoena,MF,Mamelodi Sundowns,"Bethlehem, South Africa",1997-01-24,29.3778,1.za,South Africa
South Africa,8.0,Tshepang Moremi,MF,Orlando Pirates,"South Africa, South Africa",2000-10-02,25.6899,1.za,South Africa
South Africa,20.0,Khuliso Mudau,DF,Mamelodi Sundowns,"South Africa, South Africa",1995-04-26,31.1259,1.za,South Africa
South Africa,3.0,Khulumani Ndamane,DF,Mamelodi Sundowns,South Africa,2004-02-05,22.345,1.za,South Africa
South Africa,21.0,Ime Okon,DF,Hannover 96,South Africa,2004-02-20,22.3039,2.de,South Africa
South Africa,15.0,Iqraam Rayners,FW,Mamelodi Sundowns,"South Africa, South Africa",1995-12-19,30.4764,1.za,South Africa
South Africa,25.0,Kamogelo Sebelebele,"DF,MF",Orlando Pirates,"South Africa, South Africa",2002-07-21,23.8898,1.za,South Africa
South Africa,19.0,Nkosinathi Sibisi,DF,Orlando Pirates,"South Africa, South Africa",1995-09-22,30.7173,1.za,South Africa
South Africa,13.0,Sphephelo Sithole,MF,Tondela,"South Africa, South Africa",1999-03-03,27.2738,1.pt,South Africa
South Africa,1.0,Ronwen Williams,GK,Mamelodi Sundowns,"Gqeberha, South Africa",1992-01-21,34.386,1.za,South Africa
South Africa,11.0,Themba Zwane,"FW,MF",Mamelodi Sundowns,"Tembisa, South Africa",1989-08-03,36.8542,1.za,South Africa
Spain,15.0,Álex Baena,"FW,MF",Atlético Madrid,"Roquetas de Mar, Spain",2001-07-20,24.8925,1.es,Spain
Spain,22.0,Pau Cubarsí,DF,Barcelona,"Bescanó, Spain",2007-01-22,19.3833,1.es,Spain
Spain,24.0,Marc Cucurella,"DF,MF",Chelsea,"Alella, Spain",1998-07-22,27.8871,1.eng,Spain
Spain,4.0,Eric García,"DF,MF",Barcelona,"Barcelona, Spain",2001-01-09,25.4189,1.es,Spain
Spain,13.0,Joan García,GK,Barcelona,"Sallent, Spain",2001-05-04,25.104,1.es,Spain
Spain,9.0,Gavi,"FW,MF",Barcelona,"Los Palacios y Villafranca, Spain",2004-08-05,21.8487,1.es,Spain
Spain,3.0,Álex Grimaldo,"DF,MF",Leverkusen,"Valencia, Spain",1995-09-20,30.7228,1.de,Spain
Spain,26.0,Borja Iglesias,FW,Celta Vigo,"Santiago de Compostela, Spain",1993-01-17,33.397,1.es,Spain
Spain,14.0,Aymeric Laporte,DF,Athletic Club,"Agen, France",1994-05-27,32.0411,1.es,France
Spain,5.0,Marcos Llorente,"DF,MF",Atlético Madrid,"Madrid, Spain",1995-01-30,31.3614,1.es,Spain
Spain,6.0,Mikel Merino,MF,Arsenal,"Pamplona, Spain",1996-06-22,29.9692,1.eng,Spain
Spain,25.0,Víctor Muñoz,MF,Osasuna,"Barcelona, Spain",2003-07-13,22.9117,1.es,Spain
Spain,10.0,Dani Olmo,"FW,MF",Barcelona,"Terrassa, Spain",1998-05-07,28.0958,1.es,Spain
Spain,21.0,Mikel Oyarzabal,"FW,MF",Real Sociedad,"Eibar, Spain",1997-04-21,29.1396,1.es,Spain
Spain,20.0,Pedri,MF,Barcelona,"Bajamar, Spain",2002-11-25,23.5421,1.es,Spain
Spain,11.0,Yeremi Pino,"FW,MF",Crystal Palace,"Las Palmas de Gran Canaria, Spain",2002-10-20,23.6407,1.eng,Spain
Spain,12.0,Pedro Porro,"DF,MF",Tottenham Hotspur,"Don Benito, Spain",1999-09-13,26.742,1.eng,Spain
Spain,2.0,Marc Pubill,DF,Atlético Madrid,"Terrassa, Spain",2003-06-20,22.9747,1.es,Spain
Spain,1.0,David Raya,GK,Arsenal,"Barcelona, Spain",1995-09-15,30.7365,1.eng,Spain
Spain,16.0,Rodri,"DF,MF",Manchester City,"Madrid, Spain",1996-06-22,29.9692,1.eng,Spain
Spain,8.0,Fabián Ruiz Peña,MF,Paris Saint-Germain,"Los Palacios y Villafranca, Spain",1996-04-03,30.1889,1.fr,Spain
Spain,23.0,Unai Simón,GK,Athletic Club,"Gasteiz / Vitoria, Spain",1997-06-11,29.0,1.es,Spain
Spain,7.0,Ferrán Torres,"FW,MF",Barcelona,"Foios, Spain",2000-02-29,26.2793,1.es,Spain
Spain,17.0,Nico Williams,MF,Athletic Club,"Pamplona, Spain",2002-07-12,23.9144,1.es,Spain
Spain,19.0,Lamine Yamal,"FW,MF",Barcelona,"Mataró, Spain",2007-07-13,18.9117,1.es,Spain
Spain,18.0,Martín Zubimendi,MF,Arsenal,"Donostia / San Sebastián, Spain",1999-02-02,27.3532,1.eng,Spain
Sweden,26.0,Taha Ali,"FW,MF",Malmö,,1998-07-01,27.9446,1.se,
Sweden,18.0,Yasin Ayari,MF,Brighton,"Solna Kommun, Sweden",2003-10-06,22.679,1.eng,Sweden
Sweden,7.0,Lucas Bergvall,MF,Tottenham Hotspur,"Stockholm, Sweden",2006-02-02,20.3532,1.eng,Sweden
Sweden,21.0,Alexander Bernhardsson,"FW,MF",Holstein Kiel,"Göteborg, Sweden",1998-09-08,27.7556,2.de,Sweden
Sweden,14.0,Hjalmar Ekdal,DF,Burnley,"Stockholm, Sweden",1998-10-21,27.6379,1.eng,Sweden
Sweden,11.0,Anthony Elanga,"FW,MF",Newcastle United,"Malmö, Sweden",2002-04-27,24.1232,1.eng,Sweden
Sweden,5.0,Gabriel Gudmundsson,"DF,MF",Leeds United,"Malmö, Sweden",1999-04-29,27.1177,1.eng,Sweden
Sweden,17.0,Viktor Gyökeres,"FW,MF",Arsenal,"Bromölla, Sweden",1998-06-04,28.0192,1.eng,Sweden
Sweden,4.0,Isak Hien,DF,Atalanta,"Stockholm, Sweden",1999-01-13,27.4079,1.it,Sweden
Sweden,,Emil Holm,"DF,MF",Juventus,"Göteborg, Sweden",2000-05-13,26.0794,1.it,Sweden
Sweden,9.0,Alexander Isak,FW,Liverpool,"Solna, Sweden",1999-09-21,26.7201,1.eng,Sweden
Sweden,6.0,Herman Johansson,MF,FC Dallas,"Örnsköldsvik, Sweden",1997-10-16,28.6516,1.us,Sweden
Sweden,12.0,Viktor Johansson,GK,Stoke City,"Stockholm, Sweden",1998-09-14,27.7392,2.eng,Sweden
Sweden,16.0,Jesper Karlström,MF,Udinese,"Stockholm, Sweden",1995-06-21,30.9719,1.it,Sweden
Sweden,2.0,Gustaf Lagerbielke,DF,Braga,Sweden,2000-04-10,26.1697,1.pt,Sweden
